Store_Name,Store_Country,Order_Year,Product_Category,Avg_Order_Value,Total_Orders
Store 59,United States,2018,Computers,1316.99,62
Store 59,United States,2018,Games and Toys,96.81,38
Store 59,United States,2018,Home Appliances,2401.33,32
Store 59,United States,2018,"Music, Movies and Audio Books",337.12,48
Store 59,United States,2018,TV and Video,1494.61,18
Store 59,United States,2017,Audio,284.48,33
Store 59,United States,2017,Cameras and camcorders,1598.19,17
Store 59,United States,2017,Cell phones,491.51,24
Store 59,United States,2017,Computers,1097.9,32
Store 59,United States,2017,Games and Toys,95.43,13
Store 59,United States,2017,Home Appliances,2279.75,17
Store 59,United States,2017,"Music, Movies and Audio Books",416.62,22
Store 59,United States,2017,TV and Video,2521.69,19
Store 59,United States,2016,Audio,469.0,22
Store 59,United States,2016,Cameras and camcorders,1114.52,14
Store 59,United States,2016,Cell phones,502.7,18
Store 59,United States,2016,Computers,1610.48,40
Store 59,United States,2016,Games and Toys,79.97,9
Store 59,United States,2016,Home Appliances,1338.18,23
Store 59,United States,2016,"Music, Movies and Audio Books",334.46,28
Store 59,United States,2016,TV and Video,1683.14,20
Store 61,United States,2021,Audio,231.98,3
Store 61,United States,2021,Cameras and camcorders,1728.17,4
Store 61,United States,2021,Cell phones,387.76,7
Store 61,United States,2021,Computers,4866.35,6
Store 61,United States,2021,Games and Toys,98.33,7
Store 61,United States,2021,Home Appliances,459.99,1
Store 61,United States,2021,"Music, Movies and Audio Books",748.49,7
Store 61,United States,2020,Audio,488.56,24
Store 61,United States,2020,Cameras and camcorders,1145.89,29
Store 61,United States,2020,Cell phones,690.52,52
Store 61,United States,2020,Computers,1123.79,66
Store 61,United States,2020,Games and Toys,152.2,32
Store 61,United States,2020,Home Appliances,2400.6,9
Store 61,United States,2020,"Music, Movies and Audio Books",414.39,36
Store 61,United States,2020,TV and Video,888.64,13
Store 61,United States,2019,Audio,357.42,69
Store 61,United States,2019,Cameras and camcorders,1362.78,38
Store 61,United States,2019,Cell phones,698.55,87
Store 61,United States,2019,Computers,1330.9,141
Store 61,United States,2019,Games and Toys,106.55,64
Store 61,United States,2019,Home Appliances,1336.09,37
Store 61,United States,2019,"Music, Movies and Audio Books",307.06,72
Store 61,United States,2019,TV and Video,1539.82,20
Store 61,United States,2018,Audio,342.71,39
Store 61,United States,2018,Cameras and camcorders,1789.64,23
Store 61,United States,2018,Cell phones,567.02,35
Store 61,United States,2018,Computers,1272.52,77
Store 61,United States,2018,Games and Toys,75.92,34
Store 61,United States,2018,Home Appliances,2795.29,34
Store 61,United States,2018,"Music, Movies and Audio Books",325.37,53
Store 61,United States,2018,TV and Video,1157.91,18
Store 61,United States,2017,Audio,450.32,28
Store 61,United States,2017,Cameras and camcorders,1434.54,15
Store 61,United States,2017,Cell phones,969.67,26
Store 61,United States,2017,Computers,920.75,35
Store 61,United States,2017,Games and Toys,192.68,12
Store 61,United States,2017,Home Appliances,1222.17,26
Store 61,United States,2017,"Music, Movies and Audio Books",295.79,26
Store 61,United States,2017,TV and Video,628.5,8
Store 61,United States,2016,Audio,418.71,19
Store 61,United States,2016,Cameras and camcorders,1813.01,21
Store 61,United States,2016,Cell phones,515.36,21
Store 61,United States,2016,Computers,1473.14,19
Store 61,United States,2016,Games and Toys,160.71,14
Store 61,United States,2016,Home Appliances,2080.81,25
Store 61,United States,2016,"Music, Movies and Audio Books",249.33,31
Store 61,United States,2016,TV and Video,1112.74,22
Store 62,United States,2021,Audio,208.87,3
Store 62,United States,2021,Cameras and camcorders,1810.86,4
Store 62,United States,2021,Cell phones,449.16,7
Store 62,United States,2021,Computers,2666.08,6
Store 62,United States,2021,Games and Toys,154.0,2
Store 62,United States,2021,Home Appliances,1092.49,3
Store 62,United States,2021,"Music, Movies and Audio Books",276.58,5
Store 62,United States,2021,TV and Video,2796.0,1
Store 62,United States,2020,Audio,379.57,18
Store 62,United States,2020,Cameras and camcorders,1093.25,20
Store 62,United States,2020,Cell phones,628.68,45
Store 62,United States,2020,Computers,954.71,55
Store 62,United States,2020,Games and Toys,230.59,22
Store 62,United States,2020,Home Appliances,2177.9,9
Store 62,United States,2020,"Music, Movies and Audio Books",318.24,30
Store 62,United States,2020,TV and Video,1384.57,10
Store 62,United States,2019,Audio,387.74,42
Store 62,United States,2019,Cameras and camcorders,1399.99,41
Store 62,United States,2019,Cell phones,626.62,61
Store 62,United States,2019,Computers,1686.52,82
Store 62,United States,2019,Games and Toys,72.05,43
Store 62,United States,2019,Home Appliances,1458.85,29
Store 62,United States,2019,"Music, Movies and Audio Books",374.13,42
Store 62,United States,2019,TV and Video,816.92,12
Store 62,United States,2018,Audio,395.7,30
Store 62,United States,2018,Cameras and camcorders,673.77,17
Store 62,United States,2018,Cell phones,575.91,31
Store 62,United States,2018,Computers,1358.86,37
Store 62,United States,2018,Games and Toys,160.8,21
Store 62,United States,2018,Home Appliances,2439.65,19
Store 62,United States,2018,"Music, Movies and Audio Books",331.03,24
Store 62,United States,2018,TV and Video,529.68,7
Store 63,United States,2019,Audio,416.58,44
Store 63,United States,2019,Cameras and camcorders,651.67,22
Store 63,United States,2019,Cell phones,714.51,63
Store 63,United States,2019,Computers,1501.19,81
Store 63,United States,2019,Games and Toys,134.07,44
Store 63,United States,2019,Home Appliances,1517.83,20
Store 63,United States,2019,"Music, Movies and Audio Books",236.78,36
Store 63,United States,2019,TV and Video,753.56,16
Store 63,United States,2018,Audio,425.87,42
Store 63,United States,2018,Cameras and camcorders,1214.64,22
Store 63,United States,2018,Cell phones,635.4,41
Store 63,United States,2018,Computers,1697.09,55
Store 63,United States,2018,Games and Toys,124.15,26
Store 63,United States,2018,Home Appliances,1135.29,33
Store 63,United States,2018,"Music, Movies and Audio Books",389.34,35
Store 63,United States,2018,TV and Video,2079.69,13
Store 63,United States,2017,Audio,449.5,35
Store 63,United States,2017,Cameras and camcorders,615.37,16
Store 63,United States,2017,Cell phones,575.54,29
Store 63,United States,2017,Computers,1198.63,33
Store 63,United States,2017,Games and Toys,65.42,11
Store 63,United States,2017,Home Appliances,1238.62,25
Store 63,United States,2017,"Music, Movies and Audio Books",359.28,32
Store 63,United States,2017,TV and Video,816.41,13
Store 63,United States,2016,Audio,373.97,18
Store 63,United States,2016,Cameras and camcorders,903.28,21
Store 63,United States,2016,Cell phones,524.67,19
Store 63,United States,2016,Computers,1175.61,22
Store 63,United States,2016,Games and Toys,69.91,7
Store 63,United States,2016,Home Appliances,2049.96,28
Store 63,United States,2016,"Music, Movies and Audio Books",390.15,22
Store 63,United States,2016,TV and Video,2284.93,24
Store 64,United States,2021,Audio,506.54,2
Store 64,United States,2021,Cameras and camcorders,2886.67,3
Store 64,United States,2021,Cell phones,388.67,3
Store 64,United States,2021,Computers,645.71,7
Store 64,United States,2021,Games and Toys,248.02,4
Store 64,United States,2021,Home Appliances,568.65,2
Store 64,United States,2021,"Music, Movies and Audio Books",385.64,4
Store 64,United States,2021,TV and Video,405.69,2
Store 64,United States,2020,Audio,460.57,29
Store 64,United States,2020,Cameras and camcorders,1744.37,32
Store 64,United States,2020,Cell phones,592.15,39
Store 64,United States,2020,Computers,1431.88,52
Store 64,United States,2020,Games and Toys,85.89,33
Store 64,United States,2020,Home Appliances,2260.9,15
Store 64,United States,2020,"Music, Movies and Audio Books",437.05,46
Store 64,United States,2020,TV and Video,822.42,19
Store 64,United States,2019,Audio,423.89,60
Store 64,United States,2019,Cameras and camcorders,915.94,44
Store 64,United States,2019,Cell phones,663.35,68
Store 64,United States,2019,Computers,1215.99,116
Store 64,United States,2019,Games and Toys,73.78,54
Store 64,United States,2019,Home Appliances,2297.78,29
Store 64,United States,2019,"Music, Movies and Audio Books",315.77,59
Store 64,United States,2019,TV and Video,1435.5,20
Store 64,United States,2018,Audio,371.07,33
Store 64,United States,2018,Cameras and camcorders,758.76,17
Store 64,United States,2018,Cell phones,726.82,52
Store 64,United States,2018,Computers,1666.77,70
Store 64,United States,2018,Games and Toys,92.05,22
Store 64,United States,2018,Home Appliances,2403.37,23
Store 64,United States,2018,"Music, Movies and Audio Books",279.38,37
Store 64,United States,2018,TV and Video,676.0,15
Store 64,United States,2017,Audio,606.21,31
Store 64,United States,2017,Cameras and camcorders,1312.45,15
Store 64,United States,2017,Cell phones,560.01,37
Store 64,United States,2017,Computers,1893.65,39
Store 64,United States,2017,Games and Toys,143.29,12
Store 64,United States,2017,Home Appliances,1305.6,19
Store 64,United States,2017,"Music, Movies and Audio Books",438.33,25
Store 64,United States,2017,TV and Video,751.58,16
Store 64,United States,2016,Audio,410.56,7
Store 64,United States,2016,Cameras and camcorders,1858.34,18
Store 64,United States,2016,Cell phones,514.55,16
Store 64,United States,2016,Computers,1450.92,21
Store 64,United States,2016,Games and Toys,126.7,12
Store 64,United States,2016,Home Appliances,2234.82,29
Store 64,United States,2016,"Music, Movies and Audio Books",417.01,26
Store 64,United States,2016,TV and Video,2015.42,19
Store 65,United States,2021,Audio,349.98,2
Store 65,United States,2021,Cameras and camcorders,917.38,6
Store 65,United States,2021,Cell phones,355.79,5
Store 65,United States,2021,Computers,1271.54,11
Store 65,United States,2021,Games and Toys,95.87,5
Store 65,United States,2021,"Music, Movies and Audio Books",611.39,4
Store 65,United States,2021,TV and Video,238.0,1
Store 65,United States,2020,Audio,526.03,19
Store 65,United States,2020,Cameras and camcorders,2564.78,16
Store 65,United States,2020,Cell phones,720.7,55
Store 65,United States,2020,Computers,1478.53,55
Store 65,United States,2020,Games and Toys,70.83,30
Store 65,United States,2020,Home Appliances,661.24,9
Store 65,United States,2020,"Music, Movies and Audio Books",370.53,30
Store 65,United States,2020,TV and Video,1618.46,12
Store 65,United States,2019,Audio,491.37,57
Store 65,United States,2019,Cameras and camcorders,1258.93,35
Store 65,United States,2019,Cell phones,581.71,89
Store 65,United States,2019,Computers,1201.09,118
Store 65,United States,2019,Games and Toys,104.44,64
Store 65,United States,2019,Home Appliances,1231.07,42
Store 65,United States,2019,"Music, Movies and Audio Books",358.57,78
Store 65,United States,2019,TV and Video,1435.84,18
Store 65,United States,2018,Audio,329.18,43
Store 65,United States,2018,Cameras and camcorders,791.77,23
Store 65,United States,2018,Cell phones,586.82,42
Store 65,United States,2018,Computers,1353.58,67
Store 65,United States,2018,Games and Toys,124.49,38
Store 65,United States,2018,Home Appliances,2044.26,41
Store 65,United States,2018,"Music, Movies and Audio Books",383.84,48
Store 65,United States,2018,TV and Video,983.84,15
Store 65,United States,2017,Audio,442.33,23
Store 65,United States,2017,Cameras and camcorders,1446.78,16
Store 65,United States,2017,Cell phones,565.59,15
Store 65,United States,2017,Computers,1432.15,33
Store 65,United States,2017,Games and Toys,74.41,13
Store 65,United States,2017,Home Appliances,2366.48,27
Store 65,United States,2017,"Music, Movies and Audio Books",486.87,16
Store 65,United States,2017,TV and Video,2172.64,20
Store 65,United States,2016,Audio,512.02,18
Store 65,United States,2016,Cameras and camcorders,956.08,16
Store 65,United States,2016,Cell phones,572.45,16
Store 65,United States,2016,Computers,1645.75,27
Store 65,United States,2016,Games and Toys,175.81,11
Store 65,United States,2016,Home Appliances,1243.58,23
Store 65,United States,2016,"Music, Movies and Audio Books",413.21,32
Store 65,United States,2016,TV and Video,1369.43,11
Store 66,United States,2021,Audio,263.47,5
Store 66,United States,2021,Cameras and camcorders,1491.85,4
Store 66,United States,2021,Cell phones,616.0,1
Store 66,United States,2021,Computers,2345.57,3
Store 66,United States,2021,Games and Toys,122.77,5
Store 66,United States,2021,"Music, Movies and Audio Books",101.31,3
Store 66,United States,2020,Audio,421.18,21
Store 66,United States,2020,Cameras and camcorders,1812.69,20
Store 66,United States,2020,Cell phones,538.65,56
Store 66,United States,2020,Computers,1402.43,48
Store 66,United States,2020,Games and Toys,110.57,29
Store 66,United States,2020,Home Appliances,1832.42,17
Store 66,United States,2020,"Music, Movies and Audio Books",406.07,38
Store 66,United States,2020,TV and Video,1416.06,9
Store 66,United States,2019,Audio,475.59,44
Store 66,United States,2019,Cameras and camcorders,1256.9,38
Store 66,United States,2019,Cell phones,617.36,77
Store 66,United States,2019,Computers,1210.32,128
Store 66,United States,2019,Games and Toys,73.11,44
Store 66,United States,2019,Home Appliances,2518.71,41
Store 66,United States,2019,"Music, Movies and Audio Books",378.55,77
Store 66,United States,2019,TV and Video,2943.86,13
Store 66,United States,2018,Audio,411.09,40
Store 66,United States,2018,Cameras and camcorders,1605.6,18
Store 66,United States,2018,Cell phones,759.41,34
Store 66,United States,2018,Computers,1391.19,62
Store 66,United States,2018,Games and Toys,143.6,24
Store 66,United States,2018,Home Appliances,2202.27,30
Store 66,United States,2018,"Music, Movies and Audio Books",343.83,30
Store 66,United States,2018,TV and Video,2493.37,15
Store 66,United States,2017,Audio,336.58,28
Store 66,United States,2017,Cameras and camcorders,1446.82,9
Store 66,United States,2017,Cell phones,556.74,22
Store 66,United States,2017,Computers,1101.49,42
Store 66,United States,2017,Games and Toys,120.04,9
Store 66,United States,2017,Home Appliances,1339.86,25
Store 66,United States,2017,"Music, Movies and Audio Books",398.99,27
Store 66,United States,2017,TV and Video,896.8,15
Store 66,United States,2016,Audio,331.1,14
Store 66,United States,2016,Cameras and camcorders,2015.17,17
Store 66,United States,2016,Cell phones,605.84,13
Store 66,United States,2016,Computers,1376.68,27
Store 66,United States,2016,Games and Toys,56.45,12
Store 66,United States,2016,Home Appliances,963.21,19
Store 66,United States,2016,"Music, Movies and Audio Books",378.08,23
Store 66,United States,2016,TV and Video,1522.55,19
